id,name,area,employer,published_at,experience,employment,schedule,professional_roles,salary_avg,ym
125229160,IT Operations and Support Trainee,Актобе,"Epam Kazakhstan (Эпам Казахстан),ТОО",2025-09-11,Нет опыта,Частичная занятость,Полный день,Специалист технической поддержки,,2025-09-01
125329809,Специалист службы поддержки экстренных обращений на казахском и русском языках,Актобе,Яндекс,2025-10-02,Нет опыта,Полная занятость,Удаленная работа,Специалист технической поддержки,,2025-10-01
125329524,Ведущий специалист технической поддержки продуктов ORACLE,Алматы,BDO Digital Qazaqstan,2025-09-15,От 3 до 6 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-09-01
126283014,ИТ-специалист,Алматы,Банк ЦентрКредит,2025-10-08,Нет опыта,Полная занятость,Полный день,Специалист технической поддержки,,2025-10-01
126184417,Инженер технической поддержки,Алматы,Zkteco,2025-10-06,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,600000.0,2025-10-01
125015530,Оператор чат-поддержки,Алматы,Атлас-групп,2025-09-08,Нет опыта,Полная занятость,Удаленная работа,Специалист технической поддержки,232400.0,2025-09-01
126153892,Чат-менеджер маркетплейса,Алматы,Онлайн,2025-10-06,Нет опыта,Полная занятость,Удаленная работа,Специалист технической поддержки,147500.0,2025-10-01
126219819,Специалист по IT,Алматы,КАЗАХСТАНСКО-РОССИЙСКИЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ,2025-10-07,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,300000.0,2025-10-01
125538438,Специалист службы поддержки чатов,Алматы,Glovo Kazakhstan,2025-09-19,Нет опыта,Полная занятость,Удаленная работа,Специалист технической поддержки,222500.0,2025-09-01
125117639,Оператор компьютерного клуба,Алматы,Cyber Place,2025-09-09,От 1 года до 3 лет,Полная занятость,Гибкий график,Специалист технической поддержки,212500.0,2025-09-01
126265614,Специалист отдела технической поддержки,Алматы,OP-ONAY,2025-10-07,Нет опыта,Полная занятость,Полный день,Специалист технической поддержки,250000.0,2025-10-01
126117185,Customer support representative,Алматы,SMARTPROVIDE LLC,2025-10-03,Нет опыта,Полная занятость,Удаленная работа,Специалист технической поддержки,459365.49999999994,2025-10-01
126157909,Специалист службы Service Desk,Алматы,Моторная компания Астана-Моторс,2025-10-06,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-10-01
126135273,Специалист по IT,Алматы,"Veles Group, ТОО",2025-10-04,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,250000.0,2025-10-01
126105690,Support Manager/IGaming,Алматы,iPlayTech,2025-10-03,От 1 года до 3 лет,Полная занятость,Удаленная работа,Специалист технической поддержки,,2025-10-01
125861834,Специалист по IT (Системный администратор),Алматы,7е,2025-09-27,Нет опыта,Полная занятость,Полный день,Специалист технической поддержки,80000.0,2025-09-01
125188842,Русскоязычный специалист службы поддержки клиентов,Алматы,SPEEDAF LOGISTICS KAZAKHSTAN,2025-09-11,Нет опыта,Полная занятость,Полный день,Специалист технической поддержки,800000.0,2025-09-01
125158281,Специалист по сопровождению/ Консультант 1С 8.3,Алматы,Apple City Corps,2025-09-10,От 3 до 6 лет,Полная занятость,Полный день,Специалист технической поддержки,400000.0,2025-09-01
126229595,Специалист технической поддержки L1,Алматы,IT Холдинг Kazdream,2025-10-07,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,325000.0,2025-10-01
125372322,Junior Support engineer,Алматы,MAGNUM,2025-09-16,Нет опыта,Полная занятость,Полный день,Специалист технической поддержки,270000.0,2025-09-01
126167782,Специалист технической поддержки,Алматы,Q4TULPAR_AUTO,2025-10-06,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,325000.0,2025-10-01
125185170,Менеджер по поддержке пользователей IT-сервиса,Алматы,Autodata,2025-10-08,Нет опыта,Полная занятость,Сменный график,Специалист технической поддержки,650000.0,2025-10-01
125955953,Офис-менеджер / IT (частичная занятость),Алматы,De'Longhi,2025-09-30,От 1 года до 3 лет,Частичная занятость,Полный день,Специалист технической поддержки,,2025-09-01
125936589,Менеджер службы заботы,Алматы,Choco (ТОО Chocofamily),2025-09-30,Нет опыта,Полная занятость,Полный день,Специалист технической поддержки,,2025-09-01
125973859,Специалист службы технической поддержки с английским языком,Алматы,Prime Connections (Прайм конэкшнс),2025-10-06,Нет опыта,Полная занятость,Сменный график,Специалист технической поддержки,325000.0,2025-10-01
126218979,Специалист технической поддержки.,Алматы,Paloma365,2025-10-07,Нет опыта,Полная занятость,Полный день,Специалист технической поддержки,200000.0,2025-10-01
126184135,Специалист технической поддержки (Middle),Алматы,red_mad_robot,2025-10-06,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-10-01
125946447,Специалист по ИТ,Алматы,IT DOC,2025-09-30,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,275000.0,2025-09-01
125719040,Специалист технической поддержки,Алматы,Иксстек,2025-09-24,От 1 года до 3 лет,Полная занятость,Удаленная работа,Специалист технической поддержки,,2025-09-01
126165212,Старший HelpDesk Специалист,Алматы,Публичная Компания «Freedom Finance Global PLC»,2025-10-06,От 3 до 6 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-10-01
125481541,Младший специалист службы поддержки клиентов,Алматы,Qazaq Republic,2025-09-18,От 1 года до 3 лет,Полная занятость,Гибкий график,Специалист технической поддержки,,2025-09-01
126119176,Специалист контактного центра,Алматы,NLS Kazakhstan,2025-10-03,Нет опыта,Полная занятость,Полный день,Специалист технической поддержки,375000.0,2025-10-01
125835276,Customer Support Engineer (no calls),Алматы,Connectivity Solutions (Коннективити Солюшнз),2025-09-26,Нет опыта,Полная занятость,Полный день,Специалист технической поддержки,,2025-09-01
126264742,Специалист службы клиентской поддержки со знанием Турецкого языка,Алматы,SoftNetwork,2025-10-07,Нет опыта,Полная занятость,Сменный график,Специалист технической поддержки,382500.0,2025-10-01
126045799,Инженер технической поддержки (сервисный инженер),Алматы,«TechnoPlus Ltd» (ТехноПлюс Лтд),2025-10-02,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-10-01
125140105,Специалист Help Desk,Алматы,IT Fusion,2025-09-10,От 3 до 6 лет,Полная занятость,Полный день,Специалист технической поддержки,540430.0,2025-09-01
125233043,Специалист технической поддержки со знанием турецкого языка (Чаты),Алматы,Prime Connections (Прайм конэкшнс),2025-10-05,Нет опыта,Полная занятость,Сменный график,Специалист технической поддержки,350000.0,2025-10-01
126118106,Старший специалист отдела информационной поддержки / и.о. начальника ОИП,Алматы,Нефтяная страховая компания,2025-10-03,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,425000.0,2025-10-01
125275102,Специалист по обработке заказов в компанию Интертоп,Алматы,"Интертоп Центральная Азия ,ТМ (INTERTOP)",2025-09-12,Нет опыта,Полная занятость,Полный день,Специалист технической поддержки,240000.0,2025-09-01
125874779,Специалист технической поддержки (HelpDesk),Алматы,Микрофинансовая организация ФРИДОМ ФИНАНС Кредит,2025-10-08,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,300000.0,2025-10-01
125838091,Менеджер службы поддержки клиентов,Алматы,Технологии и развитие,2025-10-05,Нет опыта,Полная занятость,Полный день,Специалист технической поддержки,490000.0,2025-10-01
126158268,CRM специалист,Алматы,Объединение юридических лиц Ассоциация глазных клиник ASTANA VISION,2025-10-06,Нет опыта,Полная занятость,Полный день,Специалист технической поддержки,175000.0,2025-10-01
126075560,Support Manager,Алматы,Wolt TechnologiesKazakhstan (Вольт Технолоджис Казахстан),2025-10-02,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-10-01
125431180,Специалист службы поддержки со знанием казахского языка в Яндекс.Доставку,Алматы,Яндекс,2025-09-25,Нет опыта,Полная занятость,Удаленная работа,Специалист технической поддержки,,2025-09-01
123924697,Специалист технической поддержки,Алматы,"EUROPHARMA, ТМ (ТОО AK NIET GROUP)",2025-10-07,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,350000.0,2025-10-01
125233052,Специалист службы технической поддержки (2-я линия),Алматы,Prime Connections (Прайм конэкшнс),2025-10-05,Нет опыта,Полная занятость,Сменный график,Специалист технической поддержки,325000.0,2025-10-01
126133647,1С консультант,Алматы,Интернет Бухгалтерия,2025-10-04,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,225000.0,2025-10-01
125872150,Специалист технической службы,Алматы,HoReCa Service24,2025-10-08,Нет опыта,Полная занятость,Полный день,Специалист технической поддержки,365000.0,2025-10-01
126108925,Специалист отдела технической поддержки,Алматы,РадиоБайланыс,2025-10-03,Нет опыта,Частичная занятость,Сменный график,Специалист технической поддержки,150000.0,2025-10-01
126157777,Инженер сектора поддержки пользователей,Алматы,"ASTEL, АО",2025-10-06,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-10-01
125526343,Стажер технической поддержки (HelpDesk),Алматы,TECHNODOM Operator (Технодом Оператор),2025-09-19,Нет опыта,Полная занятость,Полный день,Специалист технической поддержки,,2025-09-01
125984341,Специалист технической поддержки,Алматы,N-LINE,2025-10-01,Нет опыта,Полная занятость,Сменный график,Специалист технической поддержки,120000.0,2025-10-01
125084918,Customer Support Specialist,Алматы,The Open Platform,2025-09-09,От 1 года до 3 лет,Полная занятость,Удаленная работа,Специалист технической поддержки,,2025-09-01
125685349,Оператор управления сетями,Алматы,Inter Service (Интер Сервис),2025-09-24,Нет опыта,Полная занятость,Сменный график,Специалист технической поддержки,210000.0,2025-09-01
125229339,Специалист технической поддержки. Резиденты Astana Hub,Алматы,ИнтеллектДиалог,2025-09-11,Нет опыта,Полная занятость,Удаленная работа,Специалист технической поддержки,265600.0,2025-09-01
125289391,Technical support engineer,Алматы,Axess Kazakhstan (Аксесс Казахстан),2025-09-12,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,375000.0,2025-09-01
125472949,Специалист службы поддержки,Алматы,Finlead Team,2025-10-06,От 1 года до 3 лет,Полная занятость,Удаленная работа,Специалист технической поддержки,249000.0,2025-10-01
125480041,Специалист технической поддержки,Алматы,Movavi,2025-09-18,От 1 года до 3 лет,Полная занятость,Удаленная работа,Специалист технической поддержки,,2025-09-01
125898940,Специалист технической поддержки,Алматы,Гермес Гарант Групп,2025-09-29,Нет опыта,Полная занятость,Полный день,Специалист технической поддержки,175000.0,2025-09-01
124996540,Инженер Технической Поддержки,Алматы,Kaspi.kz,2025-10-07,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-10-01
125044723,Специалист Help Desk,Алматы,MFO Robocash,2025-10-08,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-10-01
125558276,Technical Support Specialist / Специалист технической поддержки,Алматы,Paloma365,2025-09-20,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,200000.0,2025-09-01
124787097,Инженер технической поддержки,Алматы,МЕДИНДЕКС,2025-10-02,От 1 года до 3 лет,Частичная занятость,Полный день,Специалист технической поддержки,,2025-10-01
125517005,Специалист по подключению чат-ботов/ Интегратор,Алматы,Галамат Тех,2025-09-19,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,400000.0,2025-09-01
125606854,Инженер технической поддержки (автоматизация ритейла),Алматы,ПРОСИСТЕМЫ,2025-10-07,От 3 до 6 лет,Полная занятость,Полный день,Специалист технической поддержки,400000.0,2025-10-01
126112212,"Менеджер по сервису (техподдержка), п. Боралдай",Алматы,Eurasian Machinery (Евразиан Машинери),2025-10-03,От 3 до 6 лет,Полная занятость,Полный день,Специалист технической поддержки,625000.0,2025-10-01
125098635,Менеджер отдела клиентской поддержки/контроля качества обслуживания,Алматы,Бизнес парк Станица,2025-10-06,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,325000.0,2025-10-01
125610319,Специалист технической поддержки,Алматы,SD Trade In,2025-10-08,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-10-01
125959738,Head of Help Desk,Алматы,MFO Robocash,2025-09-30,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-09-01
125181482,Техник в фитнес центр,Алматы,Adrenaline Fitness (Адреналин Фитнес),2025-09-11,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,350000.0,2025-09-01
124180259,Support Specialist,Алматы,ROGII,2025-09-17,От 3 до 6 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-09-01
125229158,IT Operations and Support Trainee,Алматы,"Epam Kazakhstan (Эпам Казахстан),ТОО",2025-09-11,Нет опыта,Частичная занятость,Полный день,Специалист технической поддержки,,2025-09-01
123457102,Сотрудник Техподдержки в Самокатах Яндекс,Алматы,Надежный Сервис,2025-09-29,От 1 года до 3 лет,Полная занятость,Сменный график,Специалист технической поддержки,225000.0,2025-09-01
125837334,Специалист по поддержке клиентов в социальных сетях,Алматы,MAGNUM,2025-09-26,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,200000.0,2025-09-01
125567848,Специалист Битрикс24 в PRODVIG,Алматы,PRODVIG,2025-10-06,От 1 года до 3 лет,Полная занятость,Удаленная работа,Специалист технической поддержки,500000.0,2025-10-01
124771322,Инженер Отдела технической поддержки,Алматы,РадиоБайланыс,2025-09-24,Нет опыта,Полная занятость,Полный день,Специалист технической поддержки,180000.0,2025-09-01
125128127,Специалист технической поддержки,Алматы,Частная компания QazX Ltd.,2025-09-10,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,300000.0,2025-09-01
125823435,Специалист технической поддержки 1С,Алматы,ВЦ Интеграция,2025-10-08,Нет опыта,Полная занятость,Полный день,Специалист технической поддержки,325000.0,2025-10-01
125831570,Специалист Отдела IT Help Desk,Алматы,KT Cloud Lab,2025-10-08,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,200000.0,2025-10-01
125270819,Специалист технической поддержки (аутстаф),Алматы,IT Support Group,2025-09-12,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,180000.0,2025-09-01
125015150,Младший инженер IT поддержки,Алматы,Народный банк Казахстана,2025-09-08,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-09-01
126223152,Технический специалист / Инженер,Алматы,Автомотив Ассистанс Альянс,2025-10-07,От 3 до 6 лет,Полная занятость,Полный день,Специалист технической поддержки,250000.0,2025-10-01
126222798,Технический специалист,Алматы,Nasledniki M,2025-10-07,От 3 до 6 лет,Полная занятость,Сменный график,Специалист технической поддержки,200000.0,2025-10-01
125645613,Технический специалист,Алматы,ТАНГЕНС,2025-09-23,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,275000.0,2025-09-01
125936720,Специалист Helpdesk,Алматы,Частная компания “Automated Communication Solutions Ltd.”,2025-10-06,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,300000.0,2025-10-01
126294356,Специалист call-центра/Оператор,Алматы,Nurplat,2025-10-08,Нет опыта,Полная занятость,Полный день,Специалист технической поддержки,220000.0,2025-10-01
125254016,Специалист по программным решениям,Алматы,Коника Минолта Бизнес Сольюшнз Казахстан,2025-09-12,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-09-01
125898915,Operational Planner Specialist (Специалист технической поддержки CRM системы),Алматы,JTI Kazakhstan,2025-09-29,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-09-01
125686510,Tech Support Engineer Level 1,Алматы,IT Холдинг Kazdream,2025-09-24,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,325000.0,2025-09-01
124070029,Ведущий специалист IT в г. Алматы,Алматы,АО «Freedom Bank Kazakhstan»,2025-09-12,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-09-01
126182922,Специалист call-центра,Алматы,Almaty Enterprising Company TM «Cash Master»,2025-10-06,Нет опыта,Полная занятость,Полный день,Специалист технической поддержки,220000.0,2025-10-01
125373136,Ведущий специалист Сектора информационной безопасности,Алматы,Казахстанский фонд гарантирования депозитов,2025-09-16,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-09-01
125310901,Специалист Службы поддержки клиентов,Алматы,Haval Al-Farabi,2025-10-06,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-10-01
125841591,Helpdesk Specialist,Алматы,KT&G GLOBAL KAZAKHSTAN (КЕЙ-ТИ-ЭНД-ДЖИ ГЛОБАЛ КАЗАХСТАН),2025-09-26,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-09-01
125994115,Монтажник слаботочных систем,Алматы,BestIt,2025-10-01,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,350000.0,2025-10-01
125681150,Дизайнер в Отдел информационной поддержки,Алматы,АО «Freedom Bank Kazakhstan»,2025-09-24,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-09-01
125685932,Менеджер технической поддержки клиентов,Алматы,HR-Bot,2025-09-24,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,450000.0,2025-09-01
125036995,Инженер первой линии технической поддержки,Алматы,Интернет Решения,2025-09-08,От 1 года до 3 лет,Полная занятость,Удаленная работа,Специалист технической поддержки,100000.0,2025-09-01
125737818,Оператор торгового зала,Алматы,ТАРГАН ТУЛ,2025-10-07,Нет опыта,Полная занятость,Полный день,Специалист технической поддержки,275000.0,2025-10-01
125952630,"Технический специалист по автоматизации iiko, R-Keeper",Алматы,Tandaw Company,2025-09-30,От 3 до 6 лет,Полная занятость,Удаленная работа,Специалист технической поддержки,250000.0,2025-09-01
125874773,Специалист по обработке интернет заказов,Алматы,TECHNODOM Operator (Технодом Оператор),2025-09-29,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,204059.0,2025-09-01
125897886,Инженер поддержки пользователей SmartNation,Алматы,Bilim Land (Bilim Group),2025-09-29,Нет опыта,Полная занятость,Полный день,Специалист технической поддержки,,2025-09-01
125309145,Специалист технической поддержки ЕАМ/ERP систем,Алматы,Галактика Бизнес Решения,2025-09-15,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,290000.0,2025-09-01
125866335,Специалист службы заботы о клиентах,Алматы,ProsperPay,2025-09-28,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,250000.0,2025-09-01
125639134,Специалист технической поддержки,Алматы,IT Support Group,2025-10-08,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,200000.0,2025-10-01
122772088,Оператор call-центра,Алматы,Freedom Telecom Operations,2025-09-29,Нет опыта,Полная занятость,Полный день,Специалист технической поддержки,,2025-09-01
126119023,Инженер технической поддержки,Алматы,Ibsotech,2025-10-03,Более 6 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-10-01
125656521,Менеджер поддержки клиентов/Специалист по работе с клиентами,Алматы,Пономаренко,2025-09-23,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,325000.0,2025-09-01
125078942,Специалист IT отдела,Алматы,Кипер.KZ,2025-09-09,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,180000.0,2025-09-01
125498997,Team lead технической поддержки информационных систем,Алматы,Bereke Bank,2025-09-18,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-09-01
125609728,Инженер технической поддержки,Алматы,Home Credit Bank,2025-09-22,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-09-01
125164702,Специалист Service Desk,Алматы,Mega Center Management,2025-09-10,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-09-01
125106739,Специалист по техническому обслуживанию,Алматы,"Международный Аэропорт Алматы, АО",2025-09-09,От 1 года до 3 лет,Полная занятость,Сменный график,Специалист технической поддержки,,2025-09-01
123596310,Главный специалист SAP,Алматы,"Евразиан Фудс Корпорэйшн, АО",2025-10-08,От 3 до 6 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-10-01
125767390,ИТ-специалист,Алматы,ALL SERVICE,2025-09-25,От 3 до 6 лет,Полная занятость,Полный день,Специалист технической поддержки,400000.0,2025-09-01
125687779,First-Line Manager,Алматы,Учреждение SDU University,2025-09-24,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-09-01
125843548,Специалист технической поддержки,Алматы,Группа компаний Аллюр (Allur),2025-09-26,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-09-01
125579211,Специалист поддержки пользователей,Алматы,А-Мобайл,2025-09-22,От 1 года до 3 лет,Полная занятость,Удаленная работа,Специалист технической поддержки,199200.0,2025-09-01
125708694,Менеджер технической поддержки,Алматы,PayLink.kz,2025-10-06,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-10-01
125704066,Оператор Call-центра,Алматы,"Ассоциация автоматической идентификации GS-1 Казахстан, ОЮЛ",2025-09-24,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,300000.0,2025-09-01
125096319,Консультант 1С,Алматы,1-Прогресс,2025-09-09,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,300000.0,2025-09-01
125417210,Junior Специалист Service Desk,Алматы,Kaspi.kz,2025-09-17,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-09-01
125533781,Support Engineer,Алматы,SoftwareONE Kazakhstan (СофтвареУан Казахстан),2025-10-07,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-10-01
125324744,Консультант по информационным системам,Алматы,"ALSECO, АО",2025-10-03,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,240000.0,2025-10-01
125231876,Middle инженер сопровождения Colvir,Алматы,KMF Банк,2025-10-07,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-10-01
125381071,Системный администратор/IT специалист,Алматы,Ваш Домофон,2025-10-07,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,250000.0,2025-10-01
126182821,Специалист колл-центра/оператор,Алматы,CASH PAYMENTS,2025-10-06,Нет опыта,Полная занятость,Полный день,Специалист технической поддержки,220000.0,2025-10-01
125099679,Help Desk (специалист технической поддержки),Алматы,Казах Кенсе,2025-09-09,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,275000.0,2025-09-01
125390284,Специалист по IT,Алматы,Alatau Clinic,2025-09-16,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,270000.0,2025-09-01
125589397,Инженер Поддержки ЦОД,Алматы,Kaspi.kz,2025-09-22,От 1 года до 3 лет,Полная занятость,Сменный график,Специалист технической поддержки,,2025-09-01
125032923,Специалист технической поддержки Битрикс24,Алматы,IG Space,2025-10-05,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,350000.0,2025-10-01
125579683,Специалист клиентской поддержки,Алматы,ЭВА ПРОДАКТ,2025-09-22,От 1 года до 3 лет,Полная занятость,Удаленная работа,Специалист технической поддержки,348600.0,2025-09-01
125539210,Support engineer,Алматы,OpenHC,2025-09-19,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-09-01
126147616,Специалист по технической поддержке и обучению,Алматы,Группа компаний Аллюр (Allur),2025-10-05,От 3 до 6 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-10-01
125605960,Специалист технической поддержки по работе с GPS системами мониторинга и датчиками уровня топлива,Алматы,Транс Мониторинг Автоматизация,2025-10-07,Нет опыта,Полная занятость,Полный день,Специалист технической поддержки,225000.0,2025-10-01
125256520,Администратор WMS,Алматы,ЗАММЛЕР КАЗАХСТАН,2025-10-06,От 3 до 6 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-10-01
126037514,Консультант по внедрению и поддержке Медицинской информационной системы (МИС),Алматы,Диалог-Сервис,2025-10-08,Нет опыта,Полная занятость,Полный день,Специалист технической поддержки,,2025-10-01
125161447,1С Консультант,Алматы,Омни Юнит Казахстан,2025-10-07,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-10-01
125717281,Инженер технической поддержки,Алматы,red_mad_robot,2025-09-24,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-09-01
125847018,Технический менеджер/ Операционный менеджер,Алматы,МФО Dem finance,2025-10-05,Нет опыта,Полная занятость,Полный день,Специалист технической поддержки,200000.0,2025-10-01
125228488,Главный менеджер Отдел системного администрирования,Алматы,Bank RBK,2025-09-11,От 3 до 6 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-09-01
125332981,Специалист по технической поддержке по автомобилям,Алматы,Smart Solutions Personnel,2025-10-02,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-10-01
125662471,Специалист технической поддержки 1 категории,Алматы,ALT Университет имени Мухамеджана Тынышпаева,2025-09-23,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,275000.0,2025-09-01
125363769,Специалист управления IT поддержки,Алматы,Инвестиционная Компания Standard,2025-10-07,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-10-01
125844933,Технический специалист,Алматы,Торговый дом Everest,2025-10-05,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-10-01
125392482,Technical Support Engineer (L2),Алматы,Andersen,2025-09-16,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-09-01
125391334,"Специалист технической поддержки, внедрения и сопровождения",Алматы,Cushpen Innovations,2025-09-16,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,200000.0,2025-09-01
125435849,Технический специалист,Алматы,Алма-Инвест-Холдинг,2025-10-05,От 3 до 6 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-10-01
124076160,Инженер Технической поддержки (Алматы),Алматы,KT Cloud Lab,2025-10-08,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,190000.0,2025-10-01
124554629,Специалист в отдел информационной поддержки (call -center),Алматы,Manpower,2025-09-24,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-09-01
125495807,"Cпециалист Servicedesk в офис (на пр. Суюнбая, 243, Отдел технической поддержки)",Алматы,"Beeline, ТМ",2025-09-18,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-09-01
124232607,Специалист SAP сектора внедрения и поддержки бизнес приложений,Алматы,"Евразиан Фудс Корпорэйшн, АО",2025-10-08,От 3 до 6 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-10-01
125308539,Специалист технической поддержки,Алматы,Compix,2025-09-15,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,230000.0,2025-09-01
125130543,Менеджер офисной печати,Алматы,Банк ЦентрКредит,2025-09-10,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,,2025-09-01
125205764,Выездной IT-инженер / Технический специалист по обслуживанию оборудования,Алматы,MGAME ALMATY (МГЕЙМ АЛМАТЫ),2025-09-11,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,325000.0,2025-09-01
125704168,Менеджер по сопровождению CRM (PharmIT),Алматы,Mladex (Mladex Pharm Consulting Group),2025-10-06,От 1 года до 3 лет,Полная занятость,Полный день,Специалист технической поддержки,210000.0,2025-10-01
